8 WRITE monitordata 000000ff
671825 WRITE monitorcmd 00000000
671839 WRITE monitoraddr 0000bea5
671840 WRITE monitorcmd 00000001
671841 WRITE monitorcmd 00000000
671855 WRITE monitoraddr 0000bea6
671856 WRITE monitorcmd 00000001
671857 WRITE monitorcmd 00000000
671871 WRITE monitoraddr 0000bea7
671872 WRITE monitorcmd 00000001
671873 WRITE monitorcmd 00000000
671887 WRITE monitoraddr 0000bea8
671888 WRITE monitorcmd 00000001
671889 WRITE monitorcmd 00000000
671903 WRITE monitoraddr 0000bea9
671904 WRITE monitorcmd 00000001
671905 WRITE monitorcmd 00000000
671919 WRITE monitoraddr 0000beaa
671920 WRITE monitorcmd 00000001
671921 WRITE monitorcmd 00000000
671935 WRITE monitoraddr 0000beab
671936 WRITE monitorcmd 00000001
671937 WRITE monitorcmd 00000000
671951 WRITE monitoraddr 0000beac
671952 WRITE monitorcmd 00000001
671953 WRITE monitorcmd 00000000
671967 WRITE monitoraddr 0000bead
671968 WRITE monitorcmd 00000001
671969 WRITE monitorcmd 00000000
671983 WRITE monitoraddr 0000beae
671984 WRITE monitorcmd 00000001
671985 WRITE monitorcmd 00000000
671999 WRITE monitoraddr 0000beaf
672000 WRITE monitorcmd 00000001
672001 WRITE monitorcmd 00000000
672015 WRITE monitoraddr 0000beb0
672016 WRITE monitorcmd 00000001
672017 WRITE monitorcmd 00000000
672031 WRITE monitoraddr 0000beb1
672032 WRITE monitorcmd 00000001
672033 WRITE monitorcmd 00000000
672047 WRITE monitoraddr 0000beb2
672048 WRITE monitorcmd 00000001
672049 WRITE monitorcmd 00000000
672063 WRITE monitoraddr 0000beb3
672064 WRITE monitorcmd 00000001
672065 WRITE monitorcmd 00000000
672079 WRITE monitoraddr 0000beb4
672080 WRITE monitorcmd 00000001
672081 WRITE monitorcmd 00000000
672095 WRITE monitoraddr 0000beb5
672096 WRITE monitorcmd 00000001
672097 WRITE monitorcmd 00000000
672111 WRITE monitoraddr 0000beb6
672112 WRITE monitorcmd 00000001
672113 WRITE monitorcmd 00000000
672127 WRITE monitoraddr 0000beb7
672128 WRITE monitorcmd 00000001
672129 WRITE monitorcmd 00000000
672143 WRITE monitoraddr 0000beb8
672144 WRITE monitorcmd 00000001
672145 WRITE monitorcmd 00000000
672159 WRITE monitoraddr 0000beb9
672160 WRITE monitorcmd 00000001
672161 WRITE monitorcmd 00000000
672175 WRITE monitoraddr 0000beba
672176 WRITE monitorcmd 00000001
672177 WRITE monitorcmd 00000000
672191 WRITE monitoraddr 0000bebb
672192 WRITE monitorcmd 00000001
672193 WRITE monitorcmd 00000000
672207 WRITE monitoraddr 0000bebc
672208 WRITE monitorcmd 00000001
672209 WRITE monitorcmd 00000000
672223 WRITE monitoraddr 0000bebd
672224 WRITE monitorcmd 00000001
672225 WRITE monitorcmd 00000000
672239 WRITE monitoraddr 0000bebe
672240 WRITE monitorcmd 00000001
672241 WRITE monitorcmd 00000000
672255 WRITE monitoraddr 0000bebf
672256 WRITE monitorcmd 00000001
672257 WRITE monitorcmd 00000000
672271 WRITE monitoraddr 0000bec0
672272 WRITE monitorcmd 00000001
672273 WRITE monitorcmd 00000000
672287 WRITE monitoraddr 0000bec1
672288 WRITE monitorcmd 00000001
672289 WRITE monitorcmd 00000000
672303 WRITE monitoraddr 0000bec2
672304 WRITE monitorcmd 00000001
672305 WRITE monitorcmd 00000000
672319 WRITE monitoraddr 0000bec3
672320 WRITE monitorcmd 00000001
672321 WRITE monitorcmd 00000000
672335 WRITE monitoraddr 0000bec4
672336 WRITE monitorcmd 00000001
672337 WRITE monitorcmd 00000000
672351 WRITE monitoraddr 0000bec5
672352 WRITE monitorcmd 00000001
672353 WRITE monitorcmd 00000000
672367 WRITE monitoraddr 0000bec6
672368 WRITE monitorcmd 00000001
672369 WRITE monitorcmd 00000000
672383 WRITE monitoraddr 0000bec7
672384 WRITE monitorcmd 00000001
672385 WRITE monitorcmd 00000000
672399 WRITE monitoraddr 0000bec8
672400 WRITE monitorcmd 00000001
672401 WRITE monitorcmd 00000000
672415 WRITE monitoraddr 0000bec9
672416 WRITE monitorcmd 00000001
672417 WRITE monitorcmd 00000000
672431 WRITE monitoraddr 0000beca
672432 WRITE monitorcmd 00000001
672433 WRITE monitorcmd 00000000
672447 WRITE monitoraddr 0000becb
672448 WRITE monitorcmd 00000001
672449 WRITE monitorcmd 00000000
672463 WRITE monitoraddr 0000becc
672464 WRITE monitorcmd 00000001
672465 WRITE monitorcmd 00000000
672479 WRITE monitoraddr 0000becd
672480 WRITE monitorcmd 00000001
672481 WRITE monitorcmd 00000000
672495 WRITE monitoraddr 0000bece
672496 WRITE monitorcmd 00000001
672497 WRITE monitorcmd 00000000
673603 WRITE monitoraddr 0000bf33
673604 WRITE monitorcmd 00000001
673605 WRITE monitorcmd 00000000
673619 WRITE monitoraddr 0000bf34
673620 WRITE monitorcmd 00000001
673621 WRITE monitorcmd 00000000
673635 WRITE monitoraddr 0000bf35
673636 WRITE monitorcmd 00000001
673637 WRITE monitorcmd 00000000
673651 WRITE monitoraddr 0000bf36
673652 WRITE monitorcmd 00000001
673653 WRITE monitorcmd 00000000
673667 WRITE monitoraddr 0000bf37
673668 WRITE monitorcmd 00000001
673669 WRITE monitorcmd 00000000
673683 WRITE monitoraddr 0000bf38
673684 WRITE monitorcmd 00000001
673685 WRITE monitorcmd 00000000
673699 WRITE monitoraddr 0000bf39
673700 WRITE monitorcmd 00000001
673701 WRITE monitorcmd 00000000
673715 WRITE monitoraddr 0000bf3a
673716 WRITE monitorcmd 00000001
673717 WRITE monitorcmd 00000000
673731 WRITE monitoraddr 0000bf3b
673732 WRITE monitorcmd 00000001
673733 WRITE monitorcmd 00000000
673747 WRITE monitoraddr 0000bf3c
673748 WRITE monitorcmd 00000001
673749 WRITE monitorcmd 00000000
673763 WRITE monitoraddr 0000bf3d
673764 WRITE monitorcmd 00000001
673765 WRITE monitorcmd 00000000
673779 WRITE monitoraddr 0000bf3e
673780 WRITE monitorcmd 00000001
673781 WRITE monitorcmd 00000000
673795 WRITE monitoraddr 0000bf3f
673796 WRITE monitorcmd 00000001
673797 WRITE monitorcmd 00000000
673811 WRITE monitoraddr 0000bf40
673812 WRITE monitorcmd 00000001
673813 WRITE monitorcmd 00000000
673827 WRITE monitoraddr 0000bf41
673828 WRITE monitorcmd 00000001
673829 WRITE monitorcmd 00000000
673843 WRITE monitoraddr 0000bf42
673844 WRITE monitorcmd 00000001
673845 WRITE monitorcmd 00000000
673859 WRITE monitoraddr 0000bf43
673860 WRITE monitorcmd 00000001
673861 WRITE monitorcmd 00000000
673875 WRITE monitoraddr 0000bf44
673876 WRITE monitorcmd 00000001
673877 WRITE monitorcmd 00000000
673891 WRITE monitoraddr 0000bf45
673892 WRITE monitorcmd 00000001
673893 WRITE monitorcmd 00000000
673907 WRITE monitoraddr 0000bf46
673908 WRITE monitorcmd 00000001
673909 WRITE monitorcmd 00000000
673923 WRITE monitoraddr 0000bf47
673924 WRITE monitorcmd 00000001
673925 WRITE monitorcmd 00000000
673939 WRITE monitoraddr 0000bf48
673940 WRITE monitorcmd 00000001
673941 WRITE monitorcmd 00000000
673955 WRITE monitoraddr 0000bf49
673956 WRITE monitorcmd 00000001
673957 WRITE monitorcmd 00000000
673971 WRITE monitoraddr 0000bf4a
673972 WRITE monitorcmd 00000001
673973 WRITE monitorcmd 00000000
673987 WRITE monitoraddr 0000bf4b
673988 WRITE monitorcmd 00000001
673989 WRITE monitorcmd 00000000
674003 WRITE monitoraddr 0000bf4c
674004 WRITE monitorcmd 00000001
674005 WRITE monitorcmd 00000000
674019 WRITE monitoraddr 0000bf4d
674020 WRITE monitorcmd 00000001
674021 WRITE monitorcmd 00000000
674035 WRITE monitoraddr 0000bf4e
674036 WRITE monitorcmd 00000001
674037 WRITE monitorcmd 00000000
674051 WRITE monitoraddr 0000bf4f
674052 WRITE monitorcmd 00000001
674053 WRITE monitorcmd 00000000
674067 WRITE monitoraddr 0000bf50
674068 WRITE monitorcmd 00000001
674069 WRITE monitorcmd 00000000
674083 WRITE monitoraddr 0000bf51
674084 WRITE monitorcmd 00000001
674085 WRITE monitorcmd 00000000
674099 WRITE monitoraddr 0000bf52
674100 WRITE monitorcmd 00000001
674101 WRITE monitorcmd 00000000
674115 WRITE monitoraddr 0000bf53
674116 WRITE monitorcmd 00000001
674117 WRITE monitorcmd 00000000
674131 WRITE monitoraddr 0000bf54
674132 WRITE monitorcmd 00000001
674133 WRITE monitorcmd 00000000
674147 WRITE monitoraddr 0000bf55
674148 WRITE monitorcmd 00000001
674149 WRITE monitorcmd 00000000
674163 WRITE monitoraddr 0000bf56
674164 WRITE monitorcmd 00000001
674165 WRITE monitorcmd 00000000
674179 WRITE monitoraddr 0000bf57
674180 WRITE monitorcmd 00000001
674181 WRITE monitorcmd 00000000
674195 WRITE monitoraddr 0000bf58
674196 WRITE monitorcmd 00000001
674197 WRITE monitorcmd 00000000
674211 WRITE monitoraddr 0000bf59
674212 WRITE monitorcmd 00000001
674213 WRITE monitorcmd 00000000
674227 WRITE monitoraddr 0000bf5a
674228 WRITE monitorcmd 00000001
674229 WRITE monitorcmd 00000000
674243 WRITE monitoraddr 0000bf5b
674244 WRITE monitorcmd 00000001
674245 WRITE monitorcmd 00000000
674259 WRITE monitoraddr 0000bf5c
674260 WRITE monitorcmd 00000001
674261 WRITE monitorcmd 00000000
674275 WRITE monitoraddr 0000bf5d
674276 WRITE monitorcmd 00000001
674277 WRITE monitorcmd 00000000
674291 WRITE monitoraddr 0000bf5e
674292 WRITE monitorcmd 00000001
674293 WRITE monitorcmd 00000000
674307 WRITE monitoraddr 0000bf5f
674308 WRITE monitorcmd 00000001
674309 WRITE monitorcmd 00000000
674323 WRITE monitoraddr 0000bf60
674324 WRITE monitorcmd 00000001
674325 WRITE monitorcmd 00000000
674339 WRITE monitoraddr 0000bf61
674340 WRITE monitorcmd 00000001
674341 WRITE monitorcmd 00000000
674355 WRITE monitoraddr 0000bf62
674356 WRITE monitorcmd 00000001
674357 WRITE monitorcmd 00000000
674371 WRITE monitoraddr 0000bf63
674372 WRITE monitorcmd 00000001
674373 WRITE monitorcmd 00000000
674387 WRITE monitoraddr 0000bf64
674388 WRITE monitorcmd 00000001
674389 WRITE monitorcmd 00000000
674403 WRITE monitoraddr 0000bf65
674404 WRITE monitorcmd 00000001
674405 WRITE monitorcmd 00000000
674419 WRITE monitoraddr 0000bf66
674420 WRITE monitorcmd 00000001
674421 WRITE monitorcmd 00000000
674435 WRITE monitoraddr 0000bf67
674436 WRITE monitorcmd 00000001
674437 WRITE monitorcmd 00000000
674451 WRITE monitoraddr 0000bf68
674452 WRITE monitorcmd 00000001
674453 WRITE monitorcmd 00000000
674467 WRITE monitoraddr 0000bf69
674468 WRITE monitorcmd 00000001
674469 WRITE monitorcmd 00000000
674483 WRITE monitoraddr 0000bf6a
674484 WRITE monitorcmd 00000001
674485 WRITE monitorcmd 00000000
674499 WRITE monitoraddr 0000bf6b
674500 WRITE monitorcmd 00000001
674501 WRITE monitorcmd 00000000
674515 WRITE monitoraddr 0000bf6c
674516 WRITE monitorcmd 00000001
674517 WRITE monitorcmd 00000000
674531 WRITE monitoraddr 0000bf6d
674532 WRITE monitorcmd 00000001
674533 WRITE monitorcmd 00000000
674547 WRITE monitoraddr 0000bf6e
674548 WRITE monitorcmd 00000001
674549 WRITE monitorcmd 00000000
674563 WRITE monitoraddr 0000bf6f
674564 WRITE monitorcmd 00000001
674565 WRITE monitorcmd 00000000
674579 WRITE monitoraddr 0000bf70
674580 WRITE monitorcmd 00000001
674581 WRITE monitorcmd 00000000
674595 WRITE monitoraddr 0000bf71
674596 WRITE monitorcmd 00000001
674597 WRITE monitorcmd 00000000
674611 WRITE monitoraddr 0000bf72
674612 WRITE monitorcmd 00000001
674613 WRITE monitorcmd 00000000
674627 WRITE monitoraddr 0000bf73
674628 WRITE monitorcmd 00000001
674629 WRITE monitorcmd 00000000
674643 WRITE monitoraddr 0000bf74
674644 WRITE monitorcmd 00000001
674645 WRITE monitorcmd 00000000
674659 WRITE monitoraddr 0000bf75
674660 WRITE monitorcmd 00000001
674661 WRITE monitorcmd 00000000
674675 WRITE monitoraddr 0000bf76
674676 WRITE monitorcmd 00000001
674677 WRITE monitorcmd 00000000
674691 WRITE monitoraddr 0000bf77
674692 WRITE monitorcmd 00000001
674693 WRITE monitorcmd 00000000
674707 WRITE monitoraddr 0000bf78
674708 WRITE monitorcmd 00000001
674709 WRITE monitorcmd 00000000
674723 WRITE monitoraddr 0000bf79
674724 WRITE monitorcmd 00000001
674725 WRITE monitorcmd 00000000
674739 WRITE monitoraddr 0000bf7a
674740 WRITE monitorcmd 00000001
674741 WRITE monitorcmd 00000000
674755 WRITE monitoraddr 0000bf7b
674756 WRITE monitorcmd 00000001
674757 WRITE monitorcmd 00000000
674771 WRITE monitoraddr 0000bf7c
674772 WRITE monitorcmd 00000001
674773 WRITE monitorcmd 00000000
674787 WRITE monitoraddr 0000bf7d
674788 WRITE monitorcmd 00000001
674789 WRITE monitorcmd 00000000
674803 WRITE monitoraddr 0000bf7e
674804 WRITE monitorcmd 00000001
674805 WRITE monitorcmd 00000000
674819 WRITE monitoraddr 0000bf7f
674820 WRITE monitorcmd 00000001
674821 WRITE monitorcmd 00000000
674835 WRITE monitoraddr 0000bf80
674836 WRITE monitorcmd 00000001
674837 WRITE monitorcmd 00000000
674851 WRITE monitoraddr 0000bf81
674852 WRITE monitorcmd 00000001
674853 WRITE monitorcmd 00000000
674867 WRITE monitoraddr 0000bf82
674868 WRITE monitorcmd 00000001
674869 WRITE monitorcmd 00000000
674883 WRITE monitoraddr 0000bf83
674884 WRITE monitorcmd 00000001
674885 WRITE monitorcmd 00000000
674899 WRITE monitoraddr 0000bf84
674900 WRITE monitorcmd 00000001
674901 WRITE monitorcmd 00000000
674915 WRITE monitoraddr 0000bf85
674916 WRITE monitorcmd 00000001
674917 WRITE monitorcmd 00000000
674931 WRITE monitoraddr 0000bf86
674932 WRITE monitorcmd 00000001
674933 WRITE monitorcmd 00000000
674947 WRITE monitoraddr 0000bf87
674948 WRITE monitorcmd 00000001
674949 WRITE monitorcmd 00000000
674963 WRITE monitoraddr 0000bf88
674964 WRITE monitorcmd 00000001
674965 WRITE monitorcmd 00000000
674979 WRITE monitoraddr 0000bf89
674980 WRITE monitorcmd 00000001
674981 WRITE monitorcmd 00000000
674995 WRITE monitoraddr 0000bf8a
674996 WRITE monitorcmd 00000001
674997 WRITE monitorcmd 00000000
675011 WRITE monitoraddr 0000bf8b
675012 WRITE monitorcmd 00000001
675013 WRITE monitorcmd 00000000
675027 WRITE monitoraddr 0000bf8c
675028 WRITE monitorcmd 00000001
675029 WRITE monitorcmd 00000000
675043 WRITE monitoraddr 0000bf8d
675044 WRITE monitorcmd 00000001
675045 WRITE monitorcmd 00000000
675059 WRITE monitoraddr 0000bf8e
675060 WRITE monitorcmd 00000001
675061 WRITE monitorcmd 00000000
675075 WRITE monitoraddr 0000bf8f
675076 WRITE monitorcmd 00000001
675077 WRITE monitorcmd 00000000
675091 WRITE monitoraddr 0000bf90
675092 WRITE monitorcmd 00000001
675093 WRITE monitorcmd 00000000
675107 WRITE monitoraddr 0000bf91
675108 WRITE monitorcmd 00000001
675109 WRITE monitorcmd 00000000
675123 WRITE monitoraddr 0000bf92
675124 WRITE monitorcmd 00000001
675125 WRITE monitorcmd 00000000
675139 WRITE monitoraddr 0000bf93
675140 WRITE monitorcmd 00000001
675141 WRITE monitorcmd 00000000
675155 WRITE monitoraddr 0000bf94
675156 WRITE monitorcmd 00000001
675157 WRITE monitorcmd 00000000
675171 WRITE monitoraddr 0000bf95
675172 WRITE monitorcmd 00000001
675173 WRITE monitorcmd 00000000
675187 WRITE monitoraddr 0000bf96
675188 WRITE monitorcmd 00000001
675189 WRITE monitorcmd 00000000
675203 WRITE monitoraddr 0000bf97
675204 WRITE monitorcmd 00000001
675205 WRITE monitorcmd 00000000
675219 WRITE monitoraddr 0000bf98
675220 WRITE monitorcmd 00000001
675221 WRITE monitorcmd 00000000
675235 WRITE monitoraddr 0000bf99
675236 WRITE monitorcmd 00000001
675237 WRITE monitorcmd 00000000
675251 WRITE monitoraddr 0000bf9a
675252 WRITE monitorcmd 00000001
675253 WRITE monitorcmd 00000000
675267 WRITE monitoraddr 0000bf9b
675268 WRITE monitorcmd 00000001
675269 WRITE monitorcmd 00000000
675283 WRITE monitoraddr 0000bf9c
675284 WRITE monitorcmd 00000001
675285 WRITE monitorcmd 00000000
675299 WRITE monitoraddr 0000bf9d
675300 WRITE monitorcmd 00000001
675301 WRITE monitorcmd 00000000
675315 WRITE monitoraddr 0000bf9e
675316 WRITE monitorcmd 00000001
675317 WRITE monitorcmd 00000000
675331 WRITE monitoraddr 0000bf9f
675332 WRITE monitorcmd 00000001
675333 WRITE monitorcmd 00000000
675347 WRITE monitoraddr 0000bfa0
675348 WRITE monitorcmd 00000001
675349 WRITE monitorcmd 00000000
675363 WRITE monitoraddr 0000bfa1
675364 WRITE monitorcmd 00000001
675365 WRITE monitorcmd 00000000
675379 WRITE monitoraddr 0000bfa2
675380 WRITE monitorcmd 00000001
675381 WRITE monitorcmd 00000000
675395 WRITE monitoraddr 0000bfa3
675396 WRITE monitorcmd 00000001
675397 WRITE monitorcmd 00000000
675411 WRITE monitoraddr 0000bfa4
675412 WRITE monitorcmd 00000001
675413 WRITE monitorcmd 00000000
675427 WRITE monitoraddr 0000bfa5
675428 WRITE monitorcmd 00000001
675429 WRITE monitorcmd 00000000
675443 WRITE monitoraddr 0000bfa6
675444 WRITE monitorcmd 00000001
675445 WRITE monitorcmd 00000000
675459 WRITE monitoraddr 0000bfa7
675460 WRITE monitorcmd 00000001
675461 WRITE monitorcmd 00000000
675475 WRITE monitoraddr 0000bfa8
675476 WRITE monitorcmd 00000001
675477 WRITE monitorcmd 00000000
675491 WRITE monitoraddr 0000bfa9
675492 WRITE monitorcmd 00000001
675493 WRITE monitorcmd 00000000
675507 WRITE monitoraddr 0000bfaa
675508 WRITE monitorcmd 00000001
675509 WRITE monitorcmd 00000000
675523 WRITE monitoraddr 0000bfab
675524 WRITE monitorcmd 00000001
675525 WRITE monitorcmd 00000000
675539 WRITE monitoraddr 0000bfac
675540 WRITE monitorcmd 00000001
675541 WRITE monitorcmd 00000000
675555 WRITE monitoraddr 0000bfad
675556 WRITE monitorcmd 00000001
675557 WRITE monitorcmd 00000000
675571 WRITE monitoraddr 0000bfae
675572 WRITE monitorcmd 00000001
675573 WRITE monitorcmd 00000000
675587 WRITE monitoraddr 0000bfaf
675588 WRITE monitorcmd 00000001
675589 WRITE monitorcmd 00000000
675603 WRITE monitoraddr 0000bfb0
675604 WRITE monitorcmd 00000001
675605 WRITE monitorcmd 00000000
675619 WRITE monitoraddr 0000bfb1
675620 WRITE monitorcmd 00000001
675621 WRITE monitorcmd 00000000
675635 WRITE monitoraddr 0000bfb2
675636 WRITE monitorcmd 00000001
675637 WRITE monitorcmd 00000000
675651 WRITE monitoraddr 0000bfb3
675652 WRITE monitorcmd 00000001
675653 WRITE monitorcmd 00000000
675667 WRITE monitoraddr 0000bfb4
675668 WRITE monitorcmd 00000001
675669 WRITE monitorcmd 00000000
675683 WRITE monitoraddr 0000bfb5
675684 WRITE monitorcmd 00000001
675685 WRITE monitorcmd 00000000
675699 WRITE monitoraddr 0000bfb6
675700 WRITE monitorcmd 00000001
675701 WRITE monitorcmd 00000000
675715 WRITE monitoraddr 0000bfb7
675716 WRITE monitorcmd 00000001
675717 WRITE monitorcmd 00000000
675731 WRITE monitoraddr 0000bfb8
675732 WRITE monitorcmd 00000001
675733 WRITE monitorcmd 00000000
675747 WRITE monitoraddr 0000bfb9
675748 WRITE monitorcmd 00000001
675749 WRITE monitorcmd 00000000
675763 WRITE monitoraddr 0000bfba
675764 WRITE monitorcmd 00000001
675765 WRITE monitorcmd 00000000
675779 WRITE monitoraddr 0000bfbb
675780 WRITE monitorcmd 00000001
675781 WRITE monitorcmd 00000000
675795 WRITE monitoraddr 0000bfbc
675796 WRITE monitorcmd 00000001
675797 WRITE monitorcmd 00000000
675811 WRITE monitoraddr 0000bfbd
675812 WRITE monitorcmd 00000001
675813 WRITE monitorcmd 00000000
675827 WRITE monitoraddr 0000bfbe
675828 WRITE monitorcmd 00000001
675829 WRITE monitorcmd 00000000
675843 WRITE monitoraddr 0000bfbf
675844 WRITE monitorcmd 00000001
675845 WRITE monitorcmd 00000000
675859 WRITE monitoraddr 0000bfc0
675860 WRITE monitorcmd 00000001
675861 WRITE monitorcmd 00000000
675875 WRITE monitoraddr 0000bfc1
675876 WRITE monitorcmd 00000001
675877 WRITE monitorcmd 00000000
675891 WRITE monitoraddr 0000bfc2
675892 WRITE monitorcmd 00000001
675893 WRITE monitorcmd 00000000
675907 WRITE monitoraddr 0000bfc3
675908 WRITE monitorcmd 00000001
675909 WRITE monitorcmd 00000000
675923 WRITE monitoraddr 0000bfc4
675924 WRITE monitorcmd 00000001
675925 WRITE monitorcmd 00000000
675939 WRITE monitoraddr 0000bfc5
675940 WRITE monitorcmd 00000001
675941 WRITE monitorcmd 00000000
675955 WRITE monitoraddr 0000bfc6
675956 WRITE monitorcmd 00000001
675957 WRITE monitorcmd 00000000
675971 WRITE monitoraddr 0000bfc7
675972 WRITE monitorcmd 00000001
675973 WRITE monitorcmd 00000000
675987 WRITE monitoraddr 0000bfc8
675988 WRITE monitorcmd 00000001
675989 WRITE monitorcmd 00000000
676003 WRITE monitoraddr 0000bfc9
676004 WRITE monitorcmd 00000001
676005 WRITE monitorcmd 00000000
676019 WRITE monitoraddr 0000bfca
676020 WRITE monitorcmd 00000001
676021 WRITE monitorcmd 00000000
676035 WRITE monitoraddr 0000bfcb
676036 WRITE monitorcmd 00000001
676037 WRITE monitorcmd 00000000
676051 WRITE monitoraddr 0000bfcc
676052 WRITE monitorcmd 00000001
676053 WRITE monitorcmd 00000000
676067 WRITE monitoraddr 0000bfcd
676068 WRITE monitorcmd 00000001
676069 WRITE monitorcmd 00000000
677197 WRITE monitoraddr 0000c034
677198 WRITE monitorcmd 00000001
677199 WRITE monitorcmd 00000000
677213 WRITE monitoraddr 0000c035
677214 WRITE monitorcmd 00000001
677215 WRITE monitorcmd 00000000
677229 WRITE monitoraddr 0000c036
677230 WRITE monitorcmd 00000001
677231 WRITE monitorcmd 00000000
677245 WRITE monitoraddr 0000c037
677246 WRITE monitorcmd 00000001
677247 WRITE monitorcmd 00000000
677261 WRITE monitoraddr 0000c038
677262 WRITE monitorcmd 00000001
677263 WRITE monitorcmd 00000000
677277 WRITE monitoraddr 0000c039
677278 WRITE monitorcmd 00000001
677279 WRITE monitorcmd 00000000
677293 WRITE monitoraddr 0000c03a
677294 WRITE monitorcmd 00000001
677295 WRITE monitorcmd 00000000
677309 WRITE monitoraddr 0000c03b
677310 WRITE monitorcmd 00000001
677311 WRITE monitorcmd 00000000
677325 WRITE monitoraddr 0000c03c
677326 WRITE monitorcmd 00000001
677327 WRITE monitorcmd 00000000
677341 WRITE monitoraddr 0000c03d
677342 WRITE monitorcmd 00000001
677343 WRITE monitorcmd 00000000
677357 WRITE monitoraddr 0000c03e
677358 WRITE monitorcmd 00000001
677359 WRITE monitorcmd 00000000
677373 WRITE monitoraddr 0000c03f
677374 WRITE monitorcmd 00000001
677375 WRITE monitorcmd 00000000
677389 WRITE monitoraddr 0000c040
677390 WRITE monitorcmd 00000001
677391 WRITE monitorcmd 00000000
677405 WRITE monitoraddr 0000c041
677406 WRITE monitorcmd 00000001
677407 WRITE monitorcmd 00000000
677421 WRITE monitoraddr 0000c042
677422 WRITE monitorcmd 00000001
677423 WRITE monitorcmd 00000000
677437 WRITE monitoraddr 0000c043
677438 WRITE monitorcmd 00000001
677439 WRITE monitorcmd 00000000
677453 WRITE monitoraddr 0000c044
677454 WRITE monitorcmd 00000001
677455 WRITE monitorcmd 00000000
677469 WRITE monitoraddr 0000c045
677470 WRITE monitorcmd 00000001
677471 WRITE monitorcmd 00000000
677485 WRITE monitoraddr 0000c046
677486 WRITE monitorcmd 00000001
677487 WRITE monitorcmd 00000000
677501 WRITE monitoraddr 0000c047
677502 WRITE monitorcmd 00000001
677503 WRITE monitorcmd 00000000
677517 WRITE monitoraddr 0000c048
677518 WRITE monitorcmd 00000001
677519 WRITE monitorcmd 00000000
677533 WRITE monitoraddr 0000c049
677534 WRITE monitorcmd 00000001
677535 WRITE monitorcmd 00000000
677549 WRITE monitoraddr 0000c04a
677550 WRITE monitorcmd 00000001
677551 WRITE monitorcmd 00000000
677565 WRITE monitoraddr 0000c04b
677566 WRITE monitorcmd 00000001
677567 WRITE monitorcmd 00000000
677581 WRITE monitoraddr 0000c04c
677582 WRITE monitorcmd 00000001
677583 WRITE monitorcmd 00000000
677597 WRITE monitoraddr 0000c04d
677598 WRITE monitorcmd 00000001
677599 WRITE monitorcmd 00000000
677613 WRITE monitoraddr 0000c04e
677614 WRITE monitorcmd 00000001
677615 WRITE monitorcmd 00000000
677629 WRITE monitoraddr 0000c04f
677630 WRITE monitorcmd 00000001
677631 WRITE monitorcmd 00000000
677645 WRITE monitoraddr 0000c050
677646 WRITE monitorcmd 00000001
677647 WRITE monitorcmd 00000000
677661 WRITE monitoraddr 0000c051
677662 WRITE monitorcmd 00000001
677663 WRITE monitorcmd 00000000
677677 WRITE monitoraddr 0000c052
677678 WRITE monitorcmd 00000001
677679 WRITE monitorcmd 00000000
677693 WRITE monitoraddr 0000c053
677694 WRITE monitorcmd 00000001
677695 WRITE monitorcmd 00000000
677709 WRITE monitoraddr 0000c054
677710 WRITE monitorcmd 00000001
677711 WRITE monitorcmd 00000000
677725 WRITE monitoraddr 0000c055
677726 WRITE monitorcmd 00000001
677727 WRITE monitorcmd 00000000
677741 WRITE monitoraddr 0000c056
677742 WRITE monitorcmd 00000001
677743 WRITE monitorcmd 00000000
677757 WRITE monitoraddr 0000c057
677758 WRITE monitorcmd 00000001
677759 WRITE monitorcmd 00000000
677773 WRITE monitoraddr 0000c058
677774 WRITE monitorcmd 00000001
677775 WRITE monitorcmd 00000000
677789 WRITE monitoraddr 0000c059
677790 WRITE monitorcmd 00000001
677791 WRITE monitorcmd 00000000
677805 WRITE monitoraddr 0000c05a
677806 WRITE monitorcmd 00000001
677807 WRITE monitorcmd 00000000
677821 WRITE monitoraddr 0000c05b
677822 WRITE monitorcmd 00000001
677823 WRITE monitorcmd 00000000
677837 WRITE monitoraddr 0000c05c
677838 WRITE monitorcmd 00000001
677839 WRITE monitorcmd 00000000
677853 WRITE monitoraddr 0000c05d
677854 WRITE monitorcmd 00000001
677855 WRITE monitorcmd 00000000
677869 WRITE monitoraddr 0000c05e
677870 WRITE monitorcmd 00000001
677871 WRITE monitorcmd 00000000
677885 WRITE monitoraddr 0000c05f
677886 WRITE monitorcmd 00000001
677887 WRITE monitorcmd 00000000
677901 WRITE monitoraddr 0000c060
677902 WRITE monitorcmd 00000001
677903 WRITE monitorcmd 00000000
677917 WRITE monitoraddr 0000c061
677918 WRITE monitorcmd 00000001
677919 WRITE monitorcmd 00000000
677933 WRITE monitoraddr 0000c062
677934 WRITE monitorcmd 00000001
677935 WRITE monitorcmd 00000000
677949 WRITE monitoraddr 0000c063
677950 WRITE monitorcmd 00000001
677951 WRITE monitorcmd 00000000
677965 WRITE monitoraddr 0000c064
677966 WRITE monitorcmd 00000001
677967 WRITE monitorcmd 00000000
677981 WRITE monitoraddr 0000c065
677982 WRITE monitorcmd 00000001
677983 WRITE monitorcmd 00000000
677997 WRITE monitoraddr 0000c066
677998 WRITE monitorcmd 00000001
677999 WRITE monitorcmd 00000000
678013 WRITE monitoraddr 0000c067
678014 WRITE monitorcmd 00000001
